                                                                            proton production cross section (mb) =1.567E+03
                                                                            proton multiplicity (dimensionless)  =9.300E-01
                                                                            proton average energy (MeV)          =8.444E+01
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                       200-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.1E-08 1.2E-08 1.2E-08 1.3E-08 1.3E-08 1.4E-08 1.6E-08 1.7E-08 2.1E-08 2.5E-08 2.9E-08 3.3E-08 3.5E-08   2.7E-07
   3-   5 2.2E-05 2.2E-05 2.3E-05 2.5E-05 2.8E-05 3.1E-05 3.5E-05 4.0E-05 5.2E-05 6.7E-05 8.2E-05 9.4E-05 1.0E-04   7.0E-04
   5-   7 9.4E-04 9.6E-04 1.0E-03 1.1E-03 1.2E-03 1.3E-03 1.5E-03 1.7E-03 2.2E-03 2.8E-03 3.5E-03 4.1E-03 4.5E-03   3.0E-02
   7-   9 1.4E-02 1.4E-02 1.4E-02 1.4E-02 1.5E-02 1.5E-02 1.6E-02 1.7E-02 1.9E-02 2.2E-02 2.6E-02 2.9E-02 3.1E-02   2.5E-01
   9-  11 5.8E-02 5.8E-02 5.8E-02 5.8E-02 5.7E-02 5.7E-02 5.7E-02 5.7E-02 5.9E-02 6.1E-02 6.5E-02 6.8E-02 7.0E-02   7.6E-01
  11-  13 9.4E-02 9.3E-02 9.2E-02 9.0E-02 8.7E-02 8.5E-02 8.2E-02 7.9E-02 7.5E-02 7.3E-02 7.3E-02 7.4E-02 7.5E-02   9.8E-01
  13-  15 9.5E-02 9.4E-02 9.2E-02 8.8E-02 8.4E-02 8.0E-02 7.5E-02 7.1E-02 6.3E-02 5.8E-02 5.5E-02 5.5E-02 5.4E-02   8.4E-01
  15-  23 6.8E-02 6.7E-02 6.5E-02 6.2E-02 5.7E-02 5.3E-02 4.8E-02 4.3E-02 3.5E-02 2.9E-02 2.5E-02 2.3E-02 2.2E-02   4.8E-01
  23-  31 6.0E-02 6.0E-02 5.7E-02 5.3E-02 4.8E-02 4.2E-02 3.7E-02 3.2E-02 2.3E-02 1.6E-02 1.2E-02 9.7E-03 8.5E-03   3.3E-01
  31-  39 6.6E-02 6.5E-02 6.2E-02 5.6E-02 5.0E-02 4.3E-02 3.6E-02 3.0E-02 2.0E-02 1.3E-02 8.9E-03 6.8E-03 5.7E-03   3.1E-01
  39-  47 7.6E-02 7.4E-02 7.0E-02 6.3E-02 5.4E-02 4.5E-02 3.7E-02 2.9E-02 1.8E-02 1.1E-02 7.0E-03 5.0E-03 4.1E-03   3.1E-01
  47-  55 8.9E-02 8.7E-02 8.1E-02 7.2E-02 6.0E-02 4.9E-02 3.9E-02 3.0E-02 1.7E-02 9.2E-03 5.5E-03 3.7E-03 2.9E-03   3.2E-01
  55-  63 1.1E-01 1.0E-01 9.5E-02 8.3E-02 6.8E-02 5.4E-02 4.1E-02 3.0E-02 1.5E-02 7.8E-03 4.3E-03 2.7E-03 2.1E-03   3.4E-01
  63-  71 1.3E-01 1.3E-01 1.1E-01 9.6E-02 7.7E-02 5.9E-02 4.3E-02 3.0E-02 1.4E-02 6.5E-03 3.3E-03 1.9E-03 1.4E-03   3.6E-01
  71-  79 1.6E-01 1.5E-01 1.3E-01 1.1E-01 8.7E-02 6.4E-02 4.4E-02 3.0E-02 1.2E-02 5.2E-03 2.4E-03 1.3E-03 9.4E-04   3.9E-01
  79-  87 1.9E-01 1.8E-01 1.6E-01 1.3E-01 9.6E-02 6.8E-02 4.5E-02 2.9E-02 1.1E-02 4.0E-03 1.7E-03 8.7E-04 5.8E-04   4.1E-01
  87-  95 2.2E-01 2.1E-01 1.8E-01 1.4E-01 1.0E-01 7.1E-02 4.5E-02 2.7E-02 9.0E-03 3.0E-03 1.1E-03 5.3E-04 3.4E-04   4.3E-01
  95- 103 2.5E-01 2.4E-01 2.0E-01 1.6E-01 1.1E-01 7.2E-02 4.3E-02 2.4E-02 7.1E-03 2.1E-03 6.8E-04 3.0E-04 1.8E-04   4.5E-01
 103- 111 2.9E-01 2.7E-01 2.3E-01 1.7E-01 1.1E-01 7.0E-02 4.0E-02 2.1E-02 5.4E-03 1.4E-03 4.0E-04 1.6E-04 9.0E-05   4.6E-01
 111- 119 3.2E-01 3.0E-01 2.5E-01 1.8E-01 1.2E-01 6.7E-02 3.6E-02 1.8E-02 3.9E-03 8.4E-04 2.1E-04 7.7E-05 4.1E-05   4.6E-01
 119- 127 3.5E-01 3.3E-01 2.6E-01 1.9E-01 1.1E-01 6.3E-02 3.1E-02 1.5E-02 2.7E-03 4.9E-04 1.1E-04 3.5E-05 1.8E-05   4.6E-01
 127- 135 3.9E-01 3.6E-01 2.8E-01 1.9E-01 1.1E-01 5.8E-02 2.7E-02 1.1E-02 1.8E-03 2.7E-04 5.1E-05 1.4E-05 6.8E-06   4.6E-01
 135- 143 4.3E-01 3.9E-01 3.0E-01 1.9E-01 1.1E-01 5.2E-02 2.2E-02 8.7E-03 1.1E-03 1.4E-04 2.2E-05 5.6E-06 2.4E-06   4.6E-01
 143- 151 4.7E-01 4.2E-01 3.2E-01 2.0E-01 1.0E-01 4.6E-02 1.8E-02 6.5E-03 6.8E-04 6.9E-05 9.0E-06 2.0E-06 7.8E-07   4.6E-01
 151- 159 5.1E-01 4.6E-01 3.3E-01 2.0E-01 9.7E-02 4.0E-02 1.5E-02 4.7E-03 3.9E-04 3.1E-05 3.4E-06 6.3E-07 2.3E-07   4.6E-01
 159- 167 5.6E-01 5.0E-01 3.5E-01 2.0E-01 9.1E-02 3.5E-02 1.1E-02 3.3E-03 2.1E-04 1.3E-05 1.2E-06 1.8E-07 6.1E-08   4.6E-01
 167- 175 6.4E-01 5.6E-01 3.8E-01 2.0E-01 8.7E-02 3.0E-02 8.9E-03 2.3E-03 1.2E-04 5.6E-06 3.8E-07 5.1E-08 1.5E-08   4.8E-01
 175- 183 7.9E-01 6.9E-01 4.5E-01 2.3E-01 9.0E-02 2.8E-02 7.4E-03 1.7E-03 6.4E-05 2.4E-06 1.3E-07 1.4E-08 3.7E-09   5.4E-01
 183- 191 1.0E+00 8.6E-01 5.4E-01 2.6E-01 9.3E-02 2.7E-02 6.2E-03 1.2E-03 3.7E-05 1.2E-04 2.9E-03 3.0E-02 1.3E-01   7.0E-01
 191- 195 1.0E+00 8.6E-01 5.1E-01 2.2E-01 6.7E-02 1.6E-02 2.7E-03 3.7E-04 4.3E-06 1.3E-06 1.9E-10 5.4E-12 3.9E-13   5.6E-01
 195- 197 4.1E-02 3.3E-02 1.7E-02 5.9E-03 1.3E-03 1.7E-04 1.0E-05 4.6E-09 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   1.8E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =8.427E+01
                                                                          deuteron multiplicity (dimensionless)  =5.001E-02
                                                                          deuteron average energy (MeV)          =1.060E+02
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                       200-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 1.4E-02 1.5E-02 1.6E-02 1.9E-02 2.3E-02 2.8E-02 3.5E-02 4.3E-02 6.3E-02 8.5E-02 1.1E-01 1.2E-01 1.3E-01   8.4E-01
   5-   7 3.2E-01 3.3E-01 3.3E-01 3.4E-01 3.6E-01 3.8E-01 4.0E-01 4.2E-01 4.8E-01 5.4E-01 5.9E-01 6.3E-01 6.5E-01   6.1E+00
   7-   9 9.0E-01 9.0E-01 9.0E-01 9.1E-01 9.2E-01 9.2E-01 9.3E-01 9.3E-01 9.1E-01 8.7E-01 8.2E-01 7.8E-01 7.5E-01   1.1E+01
   9-  11 7.0E-01 7.0E-01 6.8E-01 6.6E-01 6.3E-01 6.0E-01 5.6E-01 5.2E-01 4.3E-01 3.6E-01 3.0E-01 2.6E-01 2.4E-01   5.6E+00
  11-  13 2.2E-01 2.2E-01 2.1E-01 1.9E-01 1.8E-01 1.6E-01 1.4E-01 1.2E-01 9.1E-02 7.2E-02 6.3E-02 6.2E-02 6.3E-02   1.4E+00
  13-  15 6.8E-02 6.8E-02 6.8E-02 6.8E-02 6.9E-02 6.9E-02 7.1E-02 7.3E-02 8.0E-02 8.9E-02 1.0E-01 1.1E-01 1.2E-01   1.1E+00
  15-  23 5.7E-01 5.7E-01 5.7E-01 5.7E-01 5.7E-01 5.8E-01 5.8E-01 5.9E-01 6.0E-01 6.3E-01 6.5E-01 6.8E-01 6.9E-01   7.7E+00
  23-  31 4.0E-01 4.0E-01 3.9E-01 3.7E-01 3.4E-01 3.2E-01 2.9E-01 2.6E-01 2.2E-01 1.9E-01 1.7E-01 1.6E-01 1.5E-01   3.0E+00
  31-  39 2.7E-02 2.6E-02 2.5E-02 2.3E-02 2.1E-02 1.9E-02 1.6E-02 1.4E-02 1.1E-02 8.8E-03 7.6E-03 7.1E-03 6.8E-03   1.6E-01
  39-  47 8.4E-03 8.2E-03 7.9E-03 7.3E-03 6.6E-03 5.8E-03 5.0E-03 4.3E-03 3.0E-03 2.1E-03 1.6E-03 1.3E-03 1.1E-03   4.5E-02
  47-  55 1.1E-02 1.1E-02 1.0E-02 9.3E-03 8.3E-03 7.1E-03 5.9E-03 4.9E-03 3.1E-03 2.0E-03 1.4E-03 1.0E-03 8.4E-04   5.1E-02
  55-  63 1.5E-02 1.5E-02 1.4E-02 1.2E-02 1.0E-02 8.7E-03 7.0E-03 5.5E-03 3.2E-03 1.9E-03 1.2E-03 8.2E-04 6.6E-04   5.9E-02
  63-  71 1.8E-02 1.8E-02 1.7E-02 1.5E-02 1.2E-02 9.8E-03 7.6E-03 5.7E-03 3.0E-03 1.6E-03 9.1E-04 5.9E-04 4.6E-04   6.3E-02
  71-  79 2.1E-02 2.0E-02 1.8E-02 1.6E-02 1.3E-02 9.9E-03 7.3E-03 5.2E-03 2.5E-03 1.2E-03 6.2E-04 3.7E-04 2.8E-04   6.1E-02
  79-  87 2.2E-02 2.1E-02 1.9E-02 1.6E-02 1.3E-02 9.5E-03 6.7E-03 4.6E-03 2.0E-03 8.4E-04 3.9E-04 2.2E-04 1.6E-04   5.8E-02
  87-  95 2.3E-02 2.2E-02 2.0E-02 1.6E-02 1.2E-02 8.9E-03 6.0E-03 3.9E-03 1.5E-03 5.6E-04 2.4E-04 1.2E-04 8.3E-05   5.4E-02
  95- 103 2.4E-02 2.3E-02 2.0E-02 1.6E-02 1.2E-02 8.2E-03 5.2E-03 3.2E-03 1.1E-03 3.6E-04 1.3E-04 6.4E-05 4.1E-05   5.0E-02
 103- 111 2.5E-02 2.4E-02 2.1E-02 1.6E-02 1.1E-02 7.3E-03 4.5E-03 2.5E-03 7.5E-04 2.2E-04 7.1E-05 3.1E-05 1.8E-05   4.6E-02
 111- 119 2.6E-02 2.4E-02 2.1E-02 1.5E-02 1.0E-02 6.5E-03 3.7E-03 2.0E-03 5.0E-04 1.2E-04 3.5E-05 1.4E-05 7.7E-06   4.2E-02
 119- 127 2.6E-02 2.5E-02 2.0E-02 1.5E-02 9.5E-03 5.5E-03 3.0E-03 1.5E-03 3.1E-04 6.5E-05 1.6E-05 5.5E-06 2.9E-06   3.8E-02
 127- 135 2.6E-02 2.5E-02 2.0E-02 1.4E-02 8.5E-03 4.6E-03 2.3E-03 1.0E-03 1.8E-04 3.2E-05 6.5E-06 2.0E-06 9.6E-07   3.4E-02
 135- 143 2.6E-02 2.4E-02 1.9E-02 1.3E-02 7.4E-03 3.7E-03 1.7E-03 7.1E-04 1.0E-04 1.4E-05 2.4E-06 6.4E-07 2.9E-07   3.0E-02
 143- 151 2.6E-02 2.3E-02 1.8E-02 1.1E-02 6.2E-03 2.9E-03 1.2E-03 4.5E-04 5.2E-05 5.8E-06 8.0E-07 1.8E-07 7.3E-08   2.7E-02
 151- 159 2.4E-02 2.2E-02 1.6E-02 9.9E-03 5.0E-03 2.2E-03 8.2E-04 2.7E-04 2.5E-05 2.1E-06 2.3E-07 4.4E-08 1.6E-08   2.3E-02
 159- 167 2.3E-02 2.0E-02 1.4E-02 8.3E-03 3.9E-03 1.5E-03 5.2E-04 1.5E-04 1.0E-05 6.8E-07 5.8E-08 9.2E-09 3.0E-09   1.9E-02
 167- 175 2.0E-02 1.8E-02 1.2E-02 6.7E-03 2.9E-03 1.0E-03 3.0E-04 7.9E-05 4.0E-06 1.9E-07 1.2E-08 1.6E-09 4.5E-10   1.5E-02
 175- 183 1.7E-02 1.5E-02 9.9E-03 5.0E-03 2.0E-03 6.2E-04 1.6E-04 3.6E-05 1.3E-06 4.4E-08 2.1E-09 2.1E-10 5.3E-11   1.2E-02
 183- 191 1.3E-02 1.1E-02 7.2E-03 3.4E-03 1.2E-03 3.3E-04 7.4E-05 1.4E-05 3.5E-07 7.9E-09 2.7E-10 2.1E-11 4.4E-12   8.2E-03
 191- 199 8.3E-03 7.0E-03 4.2E-03 1.8E-03 5.7E-04 1.4E-04 2.5E-05 3.9E-06 6.2E-08 1.6E-08 8.8E-07 1.3E-05 6.7E-05   4.7E-03
 199- 207 2.5E-03 2.0E-03 1.1E-03 4.2E-04 1.1E-04 2.1E-05 3.0E-06 3.3E-07 2.8E-09 9.4E-09 3.9E-08 1.3E-15 1.2E-16   1.2E-03
 207- 211 1.2E-05 8.4E-06 3.0E-06 3.8E-07 2.7E-12 3.2E-13 2.0E-14 2.9E-16 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   3.2E-06
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =1.446E+02
                                                                             alpha multiplicity (dimensionless)  =8.582E-02
                                                                             alpha average energy (MeV)          =1.993E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=1.116E+04 ;multiplicity=6.623E+00 ;av. energy (MeV)=9.403E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=1.567E+03 ;multiplicity=9.300E-01 ;av. energy (MeV)=8.444E+01 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=8.427E+01 ;multiplicity=5.001E-02 ;av. energy (MeV)=1.060E+02 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=2.198E+01 ;multiplicity=1.304E-02 ;av. energy (MeV)=2.536E+01 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=1.446E+02 ;multiplicity=8.582E-02 ;av. energy (MeV)=1.993E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=6.238E+03 ;multiplicity=3.702E+00 ;av. energy (MeV)=1.798E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=3.11E-01; prot.=3.93E-01; deut.=2.65E-02; trit.=1.65E-03; alph.=8.55E-03; gamm.=3.33E-02; A>5 recoils=3.06E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++ 220-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for 220-MeV reactions on 208Pb:
Nonelastic cross section = 1.695E+03 mb
  
                       220-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.6E+02 1.6E+02 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02   1.9E+03
   3-   5 1.4E+02 1.4E+02 1.4E+02 1.4E+02 1.3E+02 1.3E+02 1.3E+02 1.2E+02 1.2E+02 1.1E+02 1.1E+02 1.0E+02 1.0E+02   1.5E+03
   5-   7 5.8E+01 5.8E+01 5.7E+01 5.6E+01 5.5E+01 5.3E+01 5.1E+01 4.9E+01 4.6E+01 4.3E+01 4.1E+01 4.0E+01 3.9E+01   5.9E+02
   7-   9 2.5E+01 2.5E+01 2.4E+01 2.4E+01 2.3E+01 2.2E+01 2.2E+01 2.1E+01 1.9E+01 1.8E+01 1.7E+01 1.7E+01 1.7E+01   2.5E+02
   9-  11 1.2E+01 1.2E+01 1.1E+01 1.1E+01 1.1E+01 1.0E+01 1.0E+01 9.5E+00 8.7E+00 8.1E+00 7.7E+00 7.5E+00 7.4E+00   1.1E+02
  11-  13 6.0E+00 5.9E+00 5.8E+00 5.7E+00 5.5E+00 5.2E+00 5.0E+00 4.7E+00 4.3E+00 3.9E+00 3.7E+00 3.6E+00 3.5E+00   5.5E+01
  13-  15 3.5E+00 3.4E+00 3.4E+00 3.3E+00 3.1E+00 3.0E+00 2.8E+00 2.6E+00 2.3E+00 2.1E+00 1.9E+00 1.9E+00 1.8E+00   3.1E+01
  15-  23 1.9E+00 1.9E+00 1.8E+00 1.7E+00 1.6E+00 1.5E+00 1.4E+00 1.3E+00 1.1E+00 9.0E-01 7.8E-01 7.1E-01 6.7E-01   1.4E+01
  23-  31 1.6E+00 1.6E+00 1.5E+00 1.4E+00 1.3E+00 1.2E+00 1.1E+00 9.3E-01 7.1E-01 5.4E-01 4.2E-01 3.5E-01 3.2E-01   9.9E+00
  31-  39 1.7E+00 1.6E+00 1.6E+00 1.5E+00 1.3E+00 1.2E+00 1.0E+00 8.6E-01 6.1E-01 4.3E-01 3.2E-01 2.5E-01 2.2E-01   9.0E+00
  39-  47 1.8E+00 1.7E+00 1.6E+00 1.5E+00 1.3E+00 1.1E+00 9.7E-01 8.0E-01 5.3E-01 3.5E-01 2.4E-01 1.8E-01 1.5E-01   8.4E+00
  47-  55 1.8E+00 1.8E+00 1.7E+00 1.5E+00 1.3E+00 1.1E+00 9.1E-01 7.3E-01 4.5E-01 2.7E-01 1.8E-01 1.3E-01 1.1E-01   7.7E+00
  55-  63 1.9E+00 1.9E+00 1.7E+00 1.5E+00 1.3E+00 1.1E+00 8.5E-01 6.5E-01 3.7E-01 2.1E-01 1.3E-01 8.8E-02 7.0E-02   7.1E+00
  63-  71 2.0E+00 1.9E+00 1.8E+00 1.5E+00 1.3E+00 1.0E+00 7.8E-01 5.8E-01 3.0E-01 1.6E-01 9.0E-02 5.8E-02 4.5E-02   6.5E+00
  71-  79 2.0E+00 2.0E+00 1.8E+00 1.5E+00 1.2E+00 9.6E-01 7.1E-01 5.1E-01 2.4E-01 1.2E-01 6.1E-02 3.8E-02 2.8E-02   5.9E+00
  79-  87 2.1E+00 2.0E+00 1.8E+00 1.5E+00 1.2E+00 9.0E-01 6.4E-01 4.4E-01 1.9E-01 8.5E-02 4.1E-02 2.4E-02 1.7E-02   5.5E+00
  87-  95 2.1E+00 2.1E+00 1.8E+00 1.5E+00 1.2E+00 8.4E-01 5.7E-01 3.8E-01 1.5E-01 6.1E-02 2.7E-02 1.5E-02 1.0E-02   5.1E+00
  95- 103 2.2E+00 2.1E+00 1.8E+00 1.5E+00 1.1E+00 7.8E-01 5.1E-01 3.2E-01 1.2E-01 4.3E-02 1.7E-02 8.9E-03 6.0E-03   4.7E+00
 103- 111 2.3E+00 2.2E+00 1.9E+00 1.5E+00 1.1E+00 7.2E-01 4.5E-01 2.7E-01 9.0E-02 2.9E-02 1.1E-02 5.2E-03 3.3E-03   4.4E+00
 111- 119 2.3E+00 2.2E+00 1.9E+00 1.5E+00 1.0E+00 6.6E-01 4.0E-01 2.3E-01 6.7E-02 2.0E-02 6.6E-03 2.9E-03 1.8E-03   4.2E+00
 119- 127 2.4E+00 2.3E+00 1.9E+00 1.4E+00 9.7E-01 6.0E-01 3.5E-01 1.9E-01 4.9E-02 1.3E-02 3.8E-03 1.6E-03 9.1E-04   3.9E+00
 127- 135 2.5E+00 2.3E+00 1.9E+00 1.4E+00 9.2E-01 5.4E-01 3.0E-01 1.5E-01 3.5E-02 7.9E-03 2.1E-03 8.0E-04 4.5E-04   3.7E+00
 135- 143 2.5E+00 2.4E+00 1.9E+00 1.4E+00 8.6E-01 4.8E-01 2.5E-01 1.2E-01 2.4E-02 4.8E-03 1.1E-03 3.9E-04 2.1E-04   3.4E+00
 143- 151 2.6E+00 2.4E+00 1.9E+00 1.3E+00 8.0E-01 4.3E-01 2.1E-01 9.3E-02 1.6E-02 2.8E-03 5.9E-04 1.8E-04 9.1E-05   3.2E+00
 151- 159 2.6E+00 2.4E+00 1.9E+00 1.3E+00 7.3E-01 3.7E-01 1.7E-01 7.1E-02 1.1E-02 1.6E-03 2.9E-04 8.1E-05 3.8E-05   3.0E+00
 159- 167 2.7E+00 2.4E+00 1.9E+00 1.2E+00 6.6E-01 3.2E-01 1.4E-01 5.2E-02 6.7E-03 8.3E-04 1.3E-04 3.4E-05 1.5E-05   2.8E+00
 167- 175 2.7E+00 2.4E+00 1.8E+00 1.1E+00 6.0E-01 2.7E-01 1.1E-01 3.8E-02 4.1E-03 4.3E-04 5.9E-05 1.3E-05 5.4E-06   2.7E+00
 175- 183 2.8E+00 2.5E+00 1.8E+00 1.1E+00 5.5E-01 2.3E-01 8.5E-02 2.8E-02 2.5E-03 2.2E-04 2.5E-05 5.0E-06 1.9E-06   2.5E+00
 183- 191 2.9E+00 2.6E+00 1.9E+00 1.1E+00 5.0E-01 2.0E-01 6.7E-02 2.0E-02 1.5E-03 1.1E-04 1.0E-05 1.8E-06 6.2E-07   2.5E+00
 191- 199 3.0E+00 2.7E+00 1.8E+00 1.0E+00 4.5E-01 1.6E-01 5.1E-02 1.4E-02 8.2E-04 4.7E-05 3.7E-06 5.7E-07 1.8E-07   2.3E+00
 199- 207 2.7E+00 2.3E+00 1.6E+00 8.2E-01 3.4E-01 1.1E-01 3.2E-02 7.8E-03 3.6E-04 1.6E-05 1.0E-06 1.3E-07 3.8E-08   1.9E+00
 207- 215 1.4E+00 1.2E+00 7.6E-01 3.7E-01 1.4E-01 4.2E-02 1.0E-02 2.2E-03 7.5E-05 4.7E-05 8.0E-04 6.9E-03 2.5E-02   9.1E-01
 215- 219 1.2E-01 1.0E-01 6.0E-02 2.5E-02 7.5E-03 1.6E-03 2.7E-04 3.1E-05 2.6E-07 3.5E-09 4.3E-11 2.1E-13 0.0E+00   6.5E-02
 219- 221 1.0E-05 2.0E-06 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   6.6E-07
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =1.173E+04
                                                                           neutron multiplicity (dimensionless)  =6.920E+00
                                                                           neutron average energy (MeV)          =1.003E+01
  
                       220-MeV  protons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 4.5E-03 4.5E-03 4.6E-03 4.7E-03 4.8E-03 4.9E-03 5.1E-03 5.4E-03 5.9E-03 6.4E-03 7.0E-03 7.4E-03 7.7E-03   7.5E-02
   3-   5 9.0E-02 9.0E-02 9.2E-02 9.5E-02 9.9E-02 1.0E-01 1.1E-01 1.2E-01 1.3E-01 1.5E-01 1.7E-01 1.9E-01 2.0E-01   1.7E+00
   5-   7 6.8E-01 6.8E-01 6.9E-01 6.9E-01 7.0E-01 7.1E-01 7.2E-01 7.3E-01 7.7E-01 8.1E-01 8.5E-01 8.9E-01 9.1E-01   9.8E+00
   7-   9 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.5E+00 1.6E+00 1.6E+00 1.6E+00   1.9E+01
   9-  11 2.0E+00 2.0E+00 2.0E+00 2.0E+00 2.0E+00 1.9E+00 1.9E+00 1.9E+00 1.9E+00 1.8E+00 1.9E+00 1.9E+00 1.9E+00   2.4E+01
  11-  13 2.1E+00 2.1E+00 2.1E+00 2.1E+00 2.0E+00 2.0E+00 1.9E+00 1.9E+00 1.8E+00 1.7E+00 1.6E+00 1.6E+00 1.6E+00   2.3E+01
  13-  15 2.0E+00 2.0E+00 2.0E+00 1.9E+00 1.9E+00 1.8E+00 1.7E+00 1.6E+00 1.5E+00 1.3E+00 1.3E+00 1.2E+00 1.2E+00   1.9E+01
  15-  23 1.6E+00 1.6E+00 1.5E+00 1.5E+00 1.4E+00 1.3E+00 1.2E+00 1.1E+00 9.1E-01 7.7E-01 6.7E-01 6.1E-01 5.7E-01   1.2E+01
  23-  31 1.6E+00 1.6E+00 1.6E+00 1.5E+00 1.4E+00 1.2E+00 1.1E+00 9.7E-01 7.4E-01 5.7E-01 4.5E-01 3.7E-01 3.4E-01   1.0E+01
  31-  39 1.9E+00 1.8E+00 1.8E+00 1.6E+00 1.5E+00 1.3E+00 1.1E+00 9.7E-01 6.9E-01 4.9E-01 3.6E-01 2.9E-01 2.5E-01   1.0E+01
  39-  47 2.1E+00 2.0E+00 1.9E+00 1.8E+00 1.6E+00 1.4E+00 1.1E+00 9.5E-01 6.3E-01 4.1E-01 2.9E-01 2.2E-01 1.9E-01   9.9E+00
  47-  55 2.2E+00 2.2E+00 2.1E+00 1.9E+00 1.6E+00 1.4E+00 1.1E+00 8.9E-01 5.5E-01 3.4E-01 2.2E-01 1.6E-01 1.3E-01   9.4E+00
  55-  63 2.4E+00 2.3E+00 2.2E+00 1.9E+00 1.6E+00 1.3E+00 1.1E+00 8.2E-01 4.7E-01 2.7E-01 1.6E-01 1.1E-01 8.9E-02   8.9E+00
  63-  71 2.6E+00 2.5E+00 2.3E+00 2.0E+00 1.7E+00 1.3E+00 1.0E+00 7.5E-01 4.0E-01 2.1E-01 1.2E-01 7.6E-02 5.9E-02   8.4E+00
  71-  79 2.7E+00 2.7E+00 2.4E+00 2.1E+00 1.7E+00 1.3E+00 9.5E-01 6.8E-01 3.3E-01 1.6E-01 8.3E-02 5.1E-02 3.8E-02   8.0E+00
  79-  87 2.9E+00 2.8E+00 2.5E+00 2.1E+00 1.7E+00 1.3E+00 8.9E-01 6.1E-01 2.7E-01 1.2E-01 5.7E-02 3.3E-02 2.4E-02   7.7E+00
